Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Average
,,1881,3424,554,679,1190,586,328,11,1451,310,0,3102,6529,382,1276.6875
,,1741,1504,1369,1051,1406,63,1355,1325,2499,642,216,3308,2647,528,1228.375
,,1137,1815,593,327,1921,1805,1848,599,958,32,320,3761,1653,1519,1143
,,2009,2305,1498,0,321,0,1094,543,243,1030,293,979,4105,0,901.25
,,1531,2358,1082,0,2118,541,678,887,0,646,215,1389,3051,1365,991.3125
,,742,527,2018,1000,1540,0,2273,508,0,555,316,4132,1323,832,985.375
,,1047,1888,1779,2133,980,1472,1724,479,1515,174,36,3387,873,1417,1181.5
,,2880,796,631,2101,1682,1051,1178,1266,1087,0,1202,2301,1868,443,1155.375
,,865,2249,1483,454,752,744,389,680,463,105,0,2538,452,935,756.8125
,,855,4029,1574,976,867,785,121,144,1660,0,103,2034,1289,0,902.3125
,,1447,2938,2843,2773,100,2239,1553,47,1917,0,0,5188,2574,0,1476.1875
,,1318,2688,207,647,1034,2051,0,958,519,1191,0,3054,1758,49,967.125
,,1313,3038,451,770,772,644,231,749,671,384,0,3308,1363,0,855.875
,,580,2564,1527,1008,946,959,680,1109,2219,611,0,2666,0,395,954
,,747,2631,90,899,973,1366,2424,0,220,1156,0,3551,1798,0,990.9375
,,855,1341,2099,475,385,2276,2343,0,843,843,314,1404,0,0,823.625
,,1404,2354,607,2192,1979,417,1739,306,1750,1921,474,2195,1959,0,1206.0625
,,1974,3083,587,3873,1558,2640,658,0,454,601,0,1113,2850,339,1233.125
,,1492,1038,1303,3776,0,1699,1547,248,0,856,809,1464,1117,540,993.0625
,,192,1948,2090,3635,192,1096,1282,0,1021,1279,559,1740,1864,471,1085.5625
,,487,2669,1294,3111,1386,1423,3758,571,2166,104,0,1409,3035,0,1338.3125
,,624,1626,1157,1499,118,771,3266,1122,795,1403,598,4244,3316,308,1302.9375
,,559,566,942,796,1245,1573,465,0,383,145,0,854,2426,625,661.1875
,,323,0,3262,989,399,3204,434,519,695,1424,603,1508,1209,417,936.625
,,915,1021,1759,0,827,1508,1802,0,1240,1024,0,1635,635,0,772.875
,,1172,0,915,1667,1778,415,2092,1022,1800,481,0,1367,1804,218,920.6875
,,1441,0,1077,1759,786,502,2773,904,847,1108,0,1072,1052,0,832.5625
,,765,846,675,0,599,1167,3300,987,2110,1911,661,1856,1631,832,1083.75
,,1900,1325,1777,1396,987,1836,2146,906,2739,2070,0,2616,458,945,1318.8125
,,835,173,637,1145,2508,3271,1989,765,2131,1120,243,576,1909,0,1081.375
,,2528,885,1054,1583,1012,1249,926,0,856,1973,534,1896,876,1496,1054.25
,,369,1114,1338,3601,917,3555,1529,483,939,245,1959,1166,1316,339,1179.375
,,154,599,2667,2867,1825,1222,1847,86,1966,1700,2082,526,534,659,1170.875
,,,,,1329,,,,,,,,,,,83.0625
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1159,,,,,,,,,,,72.4375
,,,,,1216,,,,,,,,,,,76
,,,,,1064,,,,,,,,,,,66.5
,,,,,0,,,,,,,,,,,0
,,,,,1004,,,,,,,,,,,62.75
,,,,,0,,,,,,,,,,,0
,,,,,1078,,,,,,,,,,,67.375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,585,,,,,,,,,,,36.5625
,,,,,0,,,,,,,,,,,0
,,,,,1561,,,,,,,,,,,97.5625
,,,,,1181,,,,,,,,,,,73.8125
,,,,,3391,,,,,,,,,,,211.9375
,,,,,2516,,,,,,,,,,,157.25
,,,,,2201,,,,,,,,,,,137.5625
,,,,,762,,,,,,,,,,,47.625
,,,,,1657,,,,,,,,,,,103.5625
,,,,,2469,,,,,,,,,,,154.3125
,,,,,1394,,,,,,,,,,,87.125
,,,,,1093,,,,,,,,,,,68.3125
,,,,,1029,,,,,,,,,,,64.3125
,,,,,1553,,,,,,,,,,,97.0625
,,,,,1831,,,,,,,,,,,114.4375
,,,,,1630,,,,,,,,,,,101.875
,,,,,2217,,,,,,,,,,,138.5625
,,,,,744,,,,,,,,,,,46.5
,,,,,1998,,,,,,,,,,,124.875
,,,,,602,,,,,,,,,,,37.625
,,,,,0,,,,,,,,,,,0
,,,,,672,,,,,,,,,,,42
,,,,,0,,,,,,,,,,,0
,,,,,1836,,,,,,,,,,,114.75
,,,,,625,,,,,,,,,,,39.0625
,,,,,1202,,,,,,,,,,,75.125
,,,,,1680,,,,,,,,,,,105
,,,,,1838,,,,,,,,,,,114.875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,151,,,,,,,,,,,9.4375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,480,,,,,,,,,,,30
,,,,,307,,,,,,,,,,,19.1875
,,,,,0,,,,,,,,,,,0
,,,,,81,,,,,,,,,,,5.0625
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1148,,,,,,,,,,,71.75
,,,,,801,,,,,,,,,,,50.0625
,,,,,351,,,,,,,,,,,21.9375
,,,,,0,,,,,,,,,,,0
,,,,,1741,,,,,,,,,,,108.8125
,,,,,286,,,,,,,,,,,17.875
,,,,,663,,,,,,,,,,,41.4375
,,,,,1616,,,,,,,,,,,101
,,,,,1694,,,,,,,,,,,105.875
,,,,,0,,,,,,,,,,,0
,,,,,573,,,,,,,,,,,35.8125
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,288,,,,,,,,,,,18
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,815,,,,,,,,,,,50.9375
,,,,,596,,,,,,,,,,,37.25
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,360,,,,,,,,,,,22.5
,,,,,515,,,,,,,,,,,32.1875
,,,,,0,,,,,,,,,,,0
,,,,,38,,,,,,,,,,,2.375
,,,,,575,,,,,,,,,,,35.9375
,,,,,185,,,,,,,,,,,11.5625
,,,,,170,,,,,,,,,,,10.625
,,,,,0,,,,,,,,,,,0
,,,,,258,,,,,,,,,,,16.125
,,,,,0,,,,,,,,,,,0
,,,,,865,,,,,,,,,,,54.0625
,,,,,830,,,,,,,,,,,51.875
,,,,,915,,,,,,,,,,,57.1875
,,,,,604,,,,,,,,,,,37.75
,,,,,682,,,,,,,,,,,42.625
,,,,,0,,,,,,,,,,,0
,,,,,213,,,,,,,,,,,13.3125
,,,,,540,,,,,,,,,,,33.75
,,,,,901,,,,,,,,,,,56.3125
,,,,,1842,,,,,,,,,,,115.125
,,,,,1658,,,,,,,,,,,103.625
,,,,,2083,,,,,,,,,,,130.1875
,,,,,370,,,,,,,,,,,23.125
,,,,,1055,,,,,,,,,,,65.9375
,,,,,590,,,,,,,,,,,36.875
,,,,,970,,,,,,,,,,,60.625
,,,,,723,,,,,,,,,,,45.1875
,,,,,682,,,,,,,,,,,42.625
,,,,,1331,,,,,,,,,,,83.1875
,,,,,149,,,,,,,,,,,9.3125
,,,,,381,,,,,,,,,,,23.8125
,,,,,203,,,,,,,,,,,12.6875
,,,,,1239,,,,,,,,,,,77.4375
,,,,,1313,,,,,,,,,,,82.0625
,,,,,1279,,,,,,,,,,,79.9375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,832,,,,,,,,,,,52
,,,,,1573,,,,,,,,,,,98.3125
,,,,,881,,,,,,,,,,,55.0625
,,,,,752,,,,,,,,,,,47
,,,,,400,,,,,,,,,,,25
,,,,,445,,,,,,,,,,,27.8125
,,,,,1933,,,,,,,,,,,120.8125
,,,,,0,,,,,,,,,,,0
,,,,,420,,,,,,,,,,,26.25
,,,,,398,,,,,,,,,,,24.875
,,,,,544,,,,,,,,,,,34
,,,,,854,,,,,,,,,,,53.375
,,,,,1013,,,,,,,,,,,63.3125
,,,,,685,,,,,,,,,,,42.8125
,,,,,168,,,,,,,,,,,10.5
,,,,,0,,,,,,,,,,,0
,,,,,351,,,,,,,,,,,21.9375
,,,,,526,,,,,,,,,,,32.875
,,,,,562,,,,,,,,,,,35.125
,,,,,2043,,,,,,,,,,,127.6875
,,,,,552,,,,,,,,,,,34.5
,,,,,522,,,,,,,,,,,32.625
,,,,,672,,,,,,,,,,,42
,,,,,1035,,,,,,,,,,,64.6875
,,,,,665,,,,,,,,,,,41.5625
,,,,,989,,,,,,,,,,,61.8125
,,,,,1143,,,,,,,,,,,71.4375
,,,,,1177,,,,,,,,,,,73.5625
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,71,,,,,,,,,,,4.4375
,,,,,537,,,,,,,,,,,33.5625
,,,,,704,,,,,,,,,,,44
,,,,,819,,,,,,,,,,,51.1875
,,,,,426,,,,,,,,,,,26.625
,,,,,119,,,,,,,,,,,7.4375
,,,,,0,,,,,,,,,,,0
,,,,,475,,,,,,,,,,,29.6875
,,,,,2031,,,,,,,,,,,126.9375
,,,,,894,,,,,,,,,,,55.875
,,,,,427,,,,,,,,,,,26.6875
,,,,,927,,,,,,,,,,,57.9375
,,,,,264,,,,,,,,,,,16.5
,,,,,423,,,,,,,,,,,26.4375
,,,,,0,,,,,,,,,,,0
,,,,,531,,,,,,,,,,,33.1875
,,,,,609,,,,,,,,,,,38.0625
,,,,,348,,,,,,,,,,,21.75
,,,,,353,,,,,,,,,,,22.0625
,,,,,507,,,,,,,,,,,31.6875
,,,,,92,,,,,,,,,,,5.75
,,,,,0,,,,,,,,,,,0
,,,,,287,,,,,,,,,,,17.9375
,,,,,0,,,,,,,,,,,0
,,,,,86,,,,,,,,,,,5.375
,,,,,1000,,,,,,,,,,,62.5
,,,,,947,,,,,,,,,,,59.1875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,768,,,,,,,,,,,48
,,,,,483,,,,,,,,,,,30.1875
,,,,,0,,,,,,,,,,,0
,,,,,539,,,,,,,,,,,33.6875
,,,,,153,,,,,,,,,,,9.5625
,,,,,874,,,,,,,,,,,54.625
,,,,,0,,,,,,,,,,,0
,,,,,144,,,,,,,,,,,9
,,,,,75,,,,,,,,,,,4.6875
,,,,,542,,,,,,,,,,,33.875
,,,,,400,,,,,,,,,,,25
,,,,,149,,,,,,,,,,,9.3125
,,,,,531,,,,,,,,,,,33.1875
,,,,,1028,,,,,,,,,,,64.25
,,,,,421,,,,,,,,,,,26.3125
,,,,,813,,,,,,,,,,,50.8125
,,,,,0,,,,,,,,,,,0
,,,,,1986,,,,,,,,,,,124.125
,,,,,1127,,,,,,,,,,,70.4375
,,,,,268,,,,,,,,,,,16.75
,,,,,234,,,,,,,,,,,14.625
,,,,,0,,,,,,,,,,,0
,,,,,782,,,,,,,,,,,48.875
,,,,,437,,,,,,,,,,,27.3125
,,,,,595,,,,,,,,,,,37.1875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1149,,,,,,,,,,,71.8125
,,,,,204,,,,,,,,,,,12.75
,,,,,76,,,,,,,,,,,4.75
,,,,,604,,,,,,,,,,,37.75
,,,,,533,,,,,,,,,,,33.3125
,,,,,0,,,,,,,,,,,0
,,,,,336,,,,,,,,,,,21
,,,,,139,,,,,,,,,,,8.6875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1278,,,,,,,,,,,79.875
,,,,,686,,,,,,,,,,,42.875
,,,,,0,,,,,,,,,,,0
,,,,,1229,,,,,,,,,,,76.8125
,,,,,0,,,,,,,,,,,0
,,,,,743,,,,,,,,,,,46.4375
,,,,,521,,,,,,,,,,,32.5625
,,,,,375,,,,,,,,,,,23.4375
,,,,,1539,,,,,,,,,,,96.1875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,12,,,,,,,,,,,0.75
,,,,,231,,,,,,,,,,,14.4375
,,,,,962,,,,,,,,,,,60.125
,,,,,206,,,,,,,,,,,12.875
,,,,,1061,,,,,,,,,,,66.3125
,,,,,584,,,,,,,,,,,36.5
,,,,,1289,,,,,,,,,,,80.5625
,,,,,0,,,,,,,,,,,0
,,,,,2,,,,,,,,,,,0.125
,,,,,0,,,,,,,,,,,0
,,,,,21,,,,,,,,,,,1.3125
,,,,,358,,,,,,,,,,,22.375
,,,,,616,,,,,,,,,,,38.5
,,,,,574,,,,,,,,,,,35.875
,,,,,0,,,,,,,,,,,0
,,,,,892,,,,,,,,,,,55.75
,,,,,0,,,,,,,,,,,0
,,,,,712,,,,,,,,,,,44.5
,,,,,78,,,,,,,,,,,4.875
,,,,,1129,,,,,,,,,,,70.5625
,,,,,0,,,,,,,,,,,0
,,,,,927,,,,,,,,,,,57.9375
,,,,,799,,,,,,,,,,,49.9375
,,,,,70,,,,,,,,,,,4.375
,,,,,556,,,,,,,,,,,34.75
,,,,,689,,,,,,,,,,,43.0625
,,,,,313,,,,,,,,,,,19.5625
,,,,,500,,,,,,,,,,,31.25
,,,,,558,,,,,,,,,,,34.875
,,,,,195,,,,,,,,,,,12.1875
,,,,,584,,,,,,,,,,,36.5
,,,,,0,,,,,,,,,,,0
,,,,,238,,,,,,,,,,,14.875
,,,,,0,,,,,,,,,,,0
,,,,,1088,,,,,,,,,,,68
,,,,,408,,,,,,,,,,,25.5
,,,,,2213,,,,,,,,,,,138.3125
,,,,,418,,,,,,,,,,,26.125
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1103,,,,,,,,,,,68.9375
,,,,,0,,,,,,,,,,,0
,,,,,846,,,,,,,,,,,52.875
,,,,,668,,,,,,,,,,,41.75
,,,,,0,,,,,,,,,,,0
,,,,,490,,,,,,,,,,,30.625
,,,,,1085,,,,,,,,,,,67.8125
,,,,,1220,,,,,,,,,,,76.25
,,,,,262,,,,,,,,,,,16.375
,,,,,338,,,,,,,,,,,21.125
,,,,,661,,,,,,,,,,,41.3125
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,918,,,,,,,,,,,57.375
,,,,,0,,,,,,,,,,,0
,,,,,492,,,,,,,,,,,30.75
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,490,,,,,,,,,,,30.625
,,,,,880,,,,,,,,,,,55
,,,,,0,,,,,,,,,,,0
,,,,,559,,,,,,,,,,,34.9375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,552,,,,,,,,,,,34.5
,,,,,324,,,,,,,,,,,20.25
,,,,,20,,,,,,,,,,,1.25
,,,,,288,,,,,,,,,,,18
,,,,,952,,,,,,,,,,,59.5
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,411,,,,,,,,,,,25.6875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,301,,,,,,,,,,,18.8125
,,,,,897,,,,,,,,,,,56.0625
,,,,,220,,,,,,,,,,,13.75
,,,,,176,,,,,,,,,,,11
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,461,,,,,,,,,,,28.8125
,,,,,815,,,,,,,,,,,50.9375
,,,,,395,,,,,,,,,,,24.6875
,,,,,373,,,,,,,,,,,23.3125
,,,,,0,,,,,,,,,,,0
,,,,,1363,,,,,,,,,,,85.1875
,,,,,0,,,,,,,,,,,0
,,,,,492,,,,,,,,,,,30.75
,,,,,98,,,,,,,,,,,6.125
,,,,,2073,,,,,,,,,,,129.5625
,,,,,79,,,,,,,,,,,4.9375
,,,,,586,,,,,,,,,,,36.625
,,,,,161,,,,,,,,,,,10.0625
,,,,,139,,,,,,,,,,,8.6875
,,,,,433,,,,,,,,,,,27.0625
,,,,,0,,,,,,,,,,,0
,,,,,364,,,,,,,,,,,22.75
,,,,,483,,,,,,,,,,,30.1875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,525,,,,,,,,,,,32.8125
,,,,,132,,,,,,,,,,,8.25
,,,,,1010,,,,,,,,,,,63.125
,,,,,118,,,,,,,,,,,7.375
,,,,,62,,,,,,,,,,,3.875
,,,,,0,,,,,,,,,,,0
,,,,,371,,,,,,,,,,,23.1875
,,,,,1392,,,,,,,,,,,87
,,,,,223,,,,,,,,,,,13.9375
,,,,,182,,,,,,,,,,,11.375
,,,,,543,,,,,,,,,,,33.9375
,,,,,1390,,,,,,,,,,,86.875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,426,,,,,,,,,,,26.625
,,,,,0,,,,,,,,,,,0
,,,,,578,,,,,,,,,,,36.125
,,,,,548,,,,,,,,,,,34.25
,,,,,0,,,,,,,,,,,0
,,,,,160,,,,,,,,,,,10
,,,,,0,,,,,,,,,,,0
,,,,,475,,,,,,,,,,,29.6875
,,,,,727,,,,,,,,,,,45.4375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,23,,,,,,,,,,,1.4375
,,,,,365,,,,,,,,,,,22.8125
,,,,,184,,,,,,,,,,,11.5
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,302,,,,,,,,,,,18.875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,270,,,,,,,,,,,16.875
,,,,,577,,,,,,,,,,,36.0625
,,,,,0,,,,,,,,,,,0
,,,,,1458,,,,,,,,,,,91.125
,,,,,639,,,,,,,,,,,39.9375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,664,,,,,,,,,,,41.5
,,,,,237,,,,,,,,,,,14.8125
,,,,,946,,,,,,,,,,,59.125
,,,,,0,,,,,,,,,,,0
,,,,,402,,,,,,,,,,,25.125
,,,,,671,,,,,,,,,,,41.9375
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,130,,,,,,,,,,,8.125
,,,,,0,,,,,,,,,,,0
,,,,,606,,,,,,,,,,,37.875
,,,,,26,,,,,,,,,,,1.625
,,,,,156,,,,,,,,,,,9.75
,,,,,616,,,,,,,,,,,38.5
,,,,,0,,,,,,,,,,,0
,,,,,1131,,,,,,,,,,,70.6875
,,,,,499,,,,,,,,,,,31.1875
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,1193,,,,,,,,,,,74.5625
,,,,,0,,,,,,,,,,,0
,,,,,398,,,,,,,,,,,24.875
,,,,,999,,,,,,,,,,,62.4375
,,,,,276,,,,,,,,,,,17.25
,,,,,438,,,,,,,,,,,27.375
,,,,,0,,,,,,,,,,,0
,,,,,364,,,,,,,,,,,22.75
,,,,,108,,,,,,,,,,,6.75
,,,,,904,,,,,,,,,,,56.5
,,,,,0,,,,,,,,,,,0
,,,,,0,,,,,,,,,,,0
,,,,,435,,,,,,,,,,,27.1875
